typeID,typeName,description,raceName
33875,Prophecy Blood Raiders Edition,"The Prophecy is built on an ancient Amarrian warship design dating back to the earliest days of starship combat.  Originally intended as a full-fledged battleship, it was determined after mixed fleet engagements with early prototypes that the Prophecy would be more effective as a slightly smaller, more mobile form of artillery support.",Amarr
33877,Catalyst Serpentis Edition,"Ideally suited for both skirmish warfare and fleet support, the Catalyst is touted as one of the best anti-frigate platforms out there. Faced with its top-of-the-line tracking equipment, not many can argue.",Gallente
33879,Coercer Blood Raiders Edition,"Noticing the alarming increase in Minmatar frigate fleets, the Imperial Navy made its plans for the Coercer, a vessel designed specifically to seek and destroy the droves of fast-moving frigate rebels. ",Amarr
33881,Cormorant Guristas Edition,"The Cormorant is the only State-produced space vessel whose design has come from a third party.  Rumors abound, of course, but the designer's identity has remained a tightly-kept secret in the State's inner circle.",Caldari
33883,Thrasher Thukker Tribe Edition,"Engineered as a supplement to its big brother the Cyclone, the Thrasher's tremendous turret capabilities and advanced tracking computers allow it to protect its larger counterpart from smaller, faster menaces.",Minmatar
34118,Megathron Quafe Edition,"The Megathron has established itself as one of the most feared and respected battleships around. Since its first appearance almost two decades ago it has seen considerable service in the troublesome regions on the outskirts of the Federation, helping to expand and defend Gallentean influence there.",Gallente
34151,Rattlesnake Victory Edition,"In the time-honored tradition of pirates everywhere, Korako ‘Rabbit' Kosakami shamelessly stole the idea of the Scorpion-class battleship and put his own spin on it.  The result: the fearsome Rattlesnake, flagship of any large Gurista attack force.  There are, of course, also those who claim things were the other way around; that the notorious silence surrounding the Scorpion's own origins is, in fact, an indication of its having been designed by Kosakami all along.",Caldari
34213,Apocalypse Blood Raider Edition,"In days past, only those in high favor with the Emperor could hope to earn the reward of commanding one of the majestic and powerful Apocalypse class battleships. In latter years, even though now in full market circulation, these golden, metallic monstrosities are still feared and respected as enduring symbols of Amarrian might.",Amarr
34215,Apocalypse Kador Edition,"In days past, only those in high favor with the Emperor could hope to earn the reward of commanding one of the majestic and powerful Apocalypse class battleships. In latter years, even though now in full market circulation, these golden, metallic monstrosities are still feared and respected as enduring symbols of Amarrian might.",Amarr
34217,Apocalypse Tash-Murkon Edition,"In days past, only those in high favor with the Emperor could hope to earn the reward of commanding one of the majestic and powerful Apocalypse class battleships. In latter years, even though now in full market circulation, these golden, metallic monstrosities are still feared and respected as enduring symbols of Amarrian might.",Amarr
34219,Paladin Blood Raider Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Carthum Conglomerate 

Carthum ships are the very embodiment of the Amarrian warfare philosophy. Possessing sturdy armor and advanced weapon systems, they provide a nice mix of offense and defense.

",Amarr
34221,Paladin Kador Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Carthum Conglomerate 

Carthum ships are the very embodiment of the Amarrian warfare philosophy. Possessing sturdy armor and advanced weapon systems, they provide a nice mix of offense and defense.

",Amarr
34223,Paladin Tash-Murkon Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Carthum Conglomerate 

Carthum ships are the very embodiment of the Amarrian warfare philosophy. Possessing sturdy armor and advanced weapon systems, they provide a nice mix of offense and defense.

",Amarr
34225,Raven Guristas Edition,"The Raven is the powerhouse of the Caldari Navy. With its myriad launcher slots and powerful shields, few ships can rival it in strength or majesty.",Caldari
34227,Raven Kaalakiota Edition,"The Raven is the powerhouse of the Caldari Navy. With its myriad launcher slots and powerful shields, few ships can rival it in strength or majesty.",Caldari
34229,Raven Nugoeihuvi Edition,"The Raven is the powerhouse of the Caldari Navy. With its myriad launcher slots and powerful shields, few ships can rival it in strength or majesty.",Caldari
34231,Golem Guristas Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Lai Dai 

Lai Dai have always favored a balanced approach to their mix of on-board systems, leading to a line-up of versatile ships but providing very little in terms of tactical specialization.

",Caldari
34233,Golem Kaalakiota Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Lai Dai 

Lai Dai have always favored a balanced approach to their mix of on-board systems, leading to a line-up of versatile ships but providing very little in terms of tactical specialization.

",Caldari
34235,Golem Nugoeihuvi Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Lai Dai 

Lai Dai have always favored a balanced approach to their mix of on-board systems, leading to a line-up of versatile ships but providing very little in terms of tactical specialization.

",Caldari
34237,Megathron Police Edition,"The Megathron has established itself as one of the most feared and respected battleships around. Since its first appearance almost two decades ago it has seen considerable service in the troublesome regions on the outskirts of the Federation, helping to expand and defend Gallentean influence there.",Gallente
34239,Megathron Inner Zone Shipping Edition,"The Megathron has established itself as one of the most feared and respected battleships around. Since its first appearance almost two decades ago it has seen considerable service in the troublesome regions on the outskirts of the Federation, helping to expand and defend Gallentean influence there.",Gallente
34241,Kronos Police Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Duvolle Labs

Duvolle Labs manufactures sturdy ships with a good mix of offensive and defensive capabilities. Since the company is one of New Eden's foremost manufacturers of particle blasters, its ships tend to favor turrets and thus have somewhat higher power output than normal.

",Gallente
34243,Kronos Quafe Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Duvolle Labs

Duvolle Labs manufactures sturdy ships with a good mix of offensive and defensive capabilities. Since the company is one of New Eden's foremost manufacturers of particle blasters, its ships tend to favor turrets and thus have somewhat higher power output than normal.

",Gallente
34245,Kronos Inner Zone Shipping Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Duvolle Labs

Duvolle Labs manufactures sturdy ships with a good mix of offensive and defensive capabilities. Since the company is one of New Eden's foremost manufacturers of particle blasters, its ships tend to favor turrets and thus have somewhat higher power output than normal.

",Gallente
34247,Tempest Justice Edition,"The Tempest is one of the Republic Fleet's key vessels; a versatile gunship proficient at long-range bombardment and capable of dishing out specialized types of damage with great effectiveness. A well-rounded squadron of Tempests has been proven time and time again to be an invaluable wild card in a fleet battle, one which opponents should ignore at their own peril.",Minmatar
34249,Tempest Krusual Edition,"The Tempest is one of the Republic Fleet's key vessels; a versatile gunship proficient at long-range bombardment and capable of dishing out specialized types of damage with great effectiveness. A well-rounded squadron of Tempests has been proven time and time again to be an invaluable wild card in a fleet battle, one which opponents should ignore at their own peril.",Minmatar
34251,Tempest Nefantar Edition,"The Tempest is one of the Republic Fleet's key vessels; a versatile gunship proficient at long-range bombardment and capable of dishing out specialized types of damage with great effectiveness. A well-rounded squadron of Tempests has been proven time and time again to be an invaluable wild card in a fleet battle, one which opponents should ignore at their own peril.",Minmatar
34253,Vargur Justice Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Boundless Creation

Boundless Creation's ships are based on the Brutor Tribe's philosophy of warfare: simply fit as much firepower onto your ship as possible. Defense systems and electronics arrays therefore take a back seat to sheer annihilative potential.

",Minmatar
34255,Vargur Krusual Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Boundless Creation

Boundless Creation's ships are based on the Brutor Tribe's philosophy of warfare: simply fit as much firepower onto your ship as possible. Defense systems and electronics arrays therefore take a back seat to sheer annihilative potential.

",Minmatar
34257,Vargur Nefantar Edition,"Geared toward versatility and prolonged deployment in hostile environments, Marauders represent the cutting edge in today's warship technology. While especially effective at support suppression and wreckage salvaging, they possess comparatively weak sensor strength and may find themselves at increased risk of sensor jamming. Nevertheless, these thick-skinned, hard-hitting monsters are the perfect ships to take on long trips behind enemy lines.

Developer: Boundless Creation

Boundless Creation's ships are based on the Brutor Tribe's philosophy of warfare: simply fit as much firepower onto your ship as possible. Defense systems and electronics arrays therefore take a back seat to sheer annihilative potential.

",Minmatar
34317,Confessor,"Your first duty is to purge yourself in the flames of your confession before God. You must become ash in God's hands, for only then may you rise anew to strike the adversary down.

-<i>Apostle-Martial Zhar Pashay's dawn address to the Paladins at the Battle of Rahdo, Amarr Prime AD 20538</i>",Amarr
34328,Bowhead,"As part of its ongoing program of developing new products for the capsuleer market, ORE has created the Bowhead freighter as a specialized ship transporter. Experience with the ship-handling technology used in the Orca and Rorqual vessels enabled the Outer Ring Development division to build a ship dedicated to moving multiple assembled hulls at once.

Outer Ring Excavations are aggressively marketing the Bowhead as a flexible transport platform for organizing fleet logistics across New Eden, available from authorized ORE outlets.",ORE
34339,Moros Interbus Edition,"Of all the dreadnoughts currently in existence, the imposing Moros possesses a tremendous capacity to fend off garguantuan hostiles while still posing a valid threat to any and all larger-scale threats on the battlefield. By virtue of its protean array of point defense capabilities, and its terrifying ability to unleash rapid and thoroughly devastating amounts of destruction on the battlefield, the Moros is single-handedly capable of turning the tide in a fleet battle.",Gallente
34341,Naglfar Justice Edition,"The Naglfar is based on a Matari design believed to date back to the earliest annals of antiquity.  While the exact evolution of memes informing its figure is unclear, the same distinctive vertical monolith form has shown up time and time again in the wind-scattered remnants of Matari legend.

Boasting an impressive versatility in firepower options, the Naglfar is capable of holding its own against opponents of all sizes and shapes.  While its defenses don't go to extremes as herculean as those of its counterparts, the uniformity of resilience - coupled with the sheer amount of devastation it can dish out - make this beast an invaluable addition to any fleet.

",Minmatar
34343,Phoenix Wiyrkomi Edition,"In terms of Caldari design philosophy, the Phoenix is a chip off the old block.  With a heavily tweaked missile interface, targeting arrays of surpassing quality and the most advanced shield systems to be found anywhere, it is considered the strongest long-range installation attacker out there.

While its shield boosting actuators allow the Phoenix, when properly equipped, to withstand tremendous punishment over a short duration, its defenses are not likely to hold up against sustained attack over longer periods.  With a strong supplementary force, however, few things in existence rival this vessel's pure annihilative force.",Caldari
34345,Revelation Sarum Edition,"The Revelation represents the pinnacle of Amarrian military technology.  Maintaining their proud tradition of producing the strongest armor plating to be found anywhere, the Empire's engineers outdid themselves in creating what is arguably the most resilient dreadnought in existence.

Added to that, the Revelation's ability to fire capital beams makes its position on the battlefield a unique one.  When extended sieges are the order of the day, this is the ship you call in.",Amarr
34441,Dominix Quafe Edition,"The Dominix is one of the old warhorses dating back to the Gallente-Caldari War. While no longer regarded as the king of the hill, it is by no means obsolete. Its formidable hulk and powerful drone arsenal means that anyone not in the largest and latest battleships will regret ever locking horns with it.",Gallente
34443,Tristan Quafe Edition,"Often nicknamed The Fat Man this nimble little frigate is mainly used by the Federation in escort duties or on short-range patrols. The Tristan has been very popular throughout Gallente space for years because of its versatility. It is rather expensive, but buyers will definitely get their money's worth, as the Tristan is one of the more powerful frigates available on the market.",Gallente
34445,Vexor Quafe Edition,"The Vexor is a strong combat ship that is also geared to operate in a variety of other roles. The Vexor is especially useful for surveying in potentially hostile sectors as it can stay on duty for a very long time before having to return to base. Furthermore, it is well capable of defending itself against even concentrated attacks.",Gallente
34457,末日沙场级YC117年特别版,This is a special Armageddon variant developed by a mysterious faction of New Eden.,Amarr
34459,地狱天使级YC117年特别版,This is a special Abaddon variant developed by a mysterious faction of New Eden.,Amarr
34461,马克瑞级YC117年特别版,This is a special Machariel variant developed by a mysterious faction of New Eden.,Minmatar
34463,响尾蛇级YC117年特别版,This is a special Rattlesnake variant developed by a mysterious faction of New Eden.,Caldari
34465,多米尼克斯级YC117年特别版,This is a special Dominix variant developed by a mysterious faction of New Eden.,Gallente
34467,万王宝座级YC117年特别版,This is a special Megathron variant developed by a mysterious faction of New Eden.,Gallente
34469,乌鸦级YC117年特别版,This is a special Raven variant developed by a mysterious faction of New Eden.,Caldari
34471,灾难级YC117年特别版,This is a special Apocalypse variant developed by a mysterious faction of New Eden.,Amarr
34473,幼龙级YC117年特别版,This is a special Drake variant developed by a mysterious faction of New Eden.,Caldari
34475,毒蜥级YC117年特别版,This is a special Gila variant developed by a mysterious faction of New Eden.,Caldari
34477,银鹰级YC117年特别版,This is a special Eagle variant developed by a mysterious faction of New Eden.,Caldari
34479,伊什塔级YC117年特别版,This is a special Ishtar variant developed by a mysterious faction of New Eden.,Gallente
34496,Council Diplomatic Shuttle,"Based on a decommissioned Pacifier-class CONCORD frigate, this swift armored transport is typically used by the Directive Enforcement Department to ensure secure transportation of VIPs and high profile political figures.

Most recently it has been utilized to carry members of the <url=http://community.eveonline.com/community/csm/>Council of Stellar Management</url> to and from their bi-annual summit with the CONCORD Assembly in Yulai.",Gallente
34562,Svipul,"Released in YC 117 as the result of the first Republic Fleet joint research project to include engineers from all seven Minmatar tribes, the Svipul is a powerful symbol of inter-tribal unity for many Republic citizens.

Although the contributions of engineers from the Nefantar and Starkmanir tribes were fairly minor, a large delegation from the Vo-Lakat Thukker caravan and donations from Republic loyalist capsuleers across the cluster were invaluable to the development of this incredibly adaptable warship.",Minmatar
34590,Victorieux Luxury Yacht,"Developed for use by station governors and other well-connected members of the Intaki Syndicate, Victorieux-class Luxury Yachts combine opulent accommodations with state of the art cloaking and propulsion systems. The Victorieux enables comfortable and discreet travel for business or pleasure, from Poitot to Intaki and beyond.

The Syndicate has steadfastly refused to answer inquiries on how they obtained the technology necessary to enable simultaneous cloak and warp drive activation on this yacht.

In early YC117, Silphy en Diabel announced that the Syndicate would be sponsoring an invitational tournament and making limited run blueprints for the Victorieux available to all capsuleer supporters of the winning team.",Gallente
34828,Jackdaw,"Despite widespread disappointment within the State that Caldari researchers fell behind their counterparts in the Empire and Republic during the second wave of sleeper-derived weapons development in late YC116 and early YC117, the quality of their end result cannot be denied.

The Jackdaw is a versatile and powerful combat vessel, combining cutting edge advancements in missile and shield technology with the incredible breakthrough of the Self-Assembling Nanolattice to produce a ship that any Caldari pilot can be proud to fly.",Caldari
35683,Hecate,"The first Hecate-class destroyers have entered official service in the Federation Navy on July 7th, YC117 after successful completion of an accelerated proving period. The new ship design has received near-unanimous praise from military experts but a troubled development period has stirred controversy among opposition senators.

President Roden's office has issued a press statement extolling the capabilities of this new vessel:
<i>""In these tumultuous times we rely on the brave men and women of the Navy to stand firm against the enemies of our Federation. This administration stands with our armed forces and remains committed to providing these heroes with the best equipment available anywhere in the cluster. The Hecate makes use of the most advanced technology to provide unrivaled flexibility and firepower. Those who would threaten our liberty will learn to fear the strength and resolve of the Federation.""</i>

The press release does not address the recent demands from a group of prominent doves in the Senate that the Navy procurement process be subjected to a public inquiry. The administration has previously defended the choice to pour unprecedented amounts of Federal funds into the development of the Hecate through a sole source contract with Roden Shipyards as the only way to retain technological parity with the other empires after the Federation received relatively light support from Capsuleers in their recent research efforts.
-<i>Scope News special report, YC117</i>",Gallente
35779,Imp,"The Imp is an advanced Sansha's Nation Interceptor intended for use by forward parties of True Power's feared harvester squadrons. Able to penetrate even the most intense blockades, hunt down stragglers or simply hold ships while waiting for the main harvester force to arrive, the Imp is yet another case of Sansha's Nation technology improving on existing advanced hardware. Like most Sansha's Nation equipment, the few captured examples of the Imp have proven to be readily adaptable for capsuleer use.",Amarr
35781,Fiend,"The Fiend was originally designed by Sansha's Nation as a Heavy Interdiction Cruiser for use by elite harvester squadrons as a means to capture and board ships typically requiring large crew complements. The advanced interdiction technology the vessel is equipped with allows it to generate warp disruption fields without impairing its flight characteristics. This allows these formidable ships to easily chase down and hold even the fastest vessels in the larger size brackets. As with other Sansha's Nation equipment, the handful of captured Fiends in commercial hands have proven to be adaptable for capsuleer use.",Amarr
37135,Endurance,"After the success of the Venture mining frigate, ORE spun their growing frontier exploration, exploitation and technology divisions into new subsidiaries. One of the first projects undertaken by the newly configured ORE conglomerate was the development of a new line of Expedition frigates, designed to meet the needs of the riskiest and most lucrative harvesting operations.

The Endurance is being released under ORE’s ‘Frostline’ branding and combines improved ice mining systems with the well-proven mining frigate frame that served so well as the basis of the Venture and Prospect classes. Unique subsystems and fittings, coupled with a new compact ice mining laser design, give the Endurance the unique ability to harvest ice from a frigate class hull. In addition to this, the creators of the Endurance managed to retain much of the stealth technology that Expedition frigates have become known for.
",ORE
37453,Crucifier Navy Issue,"As YC117 came to a close, the Imperial Navy found itself facing the most significant series of crises in over seven years. The loss of Empress Jamyl Sarum to the hostile and enigmatic Drifter fleet followed by further Drifter incursions into the Empire left the Navy stretched thin and barely able to keep up with the demands of defending the throne worlds. In response to these challenges, the Empire has turned to their Capsuleer allies for support in their time of need.

The Crucifier Navy Issue is the first Navy vessel to be designed for Capsuleer use first and traditional navy use second. It combines powerful laser systems with overwhelming weapon disruption at close ranges, designed to meet the realities of capsuleer combat in the contested low security regions where the Empire's borders are in most need of bolstering.",Amarr
37454,Vigil Fleet Issue,"The Vigil Fleet Issue is the latest development from the Republic Fleet's innovative R&D labs. Designed with the demands of Capsuleer loyalist corporations in mind, this aggressive ship is intended to support new offensive operations into the Empire's vulnerable constellations in The Bleak Lands and Devoid regions. Long range stasis webifiers and high speed allow the Vigil Fleet Issue to chase down and catch the most evasive prey and pull them into range of its deadly rocket launchers.",Minmatar
37455,Griffin Navy Issue,The Griffin Navy Issue represents a new experiment in close-range tactics from the Caldari Navy. Combining deadly hybrid weapon systems with electronic countermeasure systems optimized for short range combat has allowed the Griffin Navy Issue to surprise hostile forces with uncharacteristically aggressive tactics.,Caldari
37456,Maulus Navy Issue,"The Maulus Navy Issue is the result of the Federation Navy's decision to pivot towards increased support for their Capsuleer allies in the contested low-security constellations across Black Rise and Placid. Borrowing innovative concepts from local pirate bands, Gallente engineers developed a ship capable of extremely powerful warp scrambling alongside respectable combat abilities.",Gallente
37457,Deacon,"The Deacon is the latest success from the engineers at Carthum Conglomerate, designed as a remote repairing ship that can keep up with fast moving fleets including those containing the extremely popular Confessor-class Tactical Destroyer. Managing to miniaturize the powerful remote armor repairing systems from their best-selling Guardian Logistics Cruiser onto a frigate-sized hull was no simple task, but Carthum was able to release the Deacon in nearly record time and under-budget thanks in part to extensive cooperation with researchers from the Lai Dai megacorp.

Developer: Carthum Conglomerate

Carthum ships are the very embodiment of the Amarrian warfare philosophy. Possessing sturdy armor and advanced weapons systems, they provide a nice mix of offense and defense. On the other hand, their electronics and shield systems tend to be rather limited.",Amarr
37458,Kirin,"The Kirin-class Logistics Frigate represents the latest development from Lai Dai's venerable research division. Making use of their deep experience in remote shield booster technology obtained from the larger Basilisk cruiser, Lai Dai managed to create an extremely powerful shield boosting platform on a small and mobile Bantam hull. The Kirin development has also benefited from an extensive knowledge sharing agreement with the Carthum Conglomerate.

Developer: Lai Dai

Lai Dai have always favored a balanced approach to their mix of on-board systems, leading to a line-up of versatile ships but providing very little in terms of tactical specialization. With the Kirin, their aim was to continue pushing forward the development of cutting-edge defense optimization systems while providing powerful and mobile support capability.",Caldari
37459,Thalia,"The Thalia-class Logistics Frigate was developed by Roden Shipyards as a more mobile counterpart to their wildly successful Oneiros Logistics Cruiser. Able to keep pace with frigate and destroyer wings, the Thalia boasts excellent armor support capabilities in a compact and reasonably-priced form factor. In late YC117, news that the Federation Navy had placed a massive order for Thalia-class frigates brought Roden Shipyards stock to a seven year high.

Developer: Roden Shipyards 

Roden Shipyards is the fastest growing ship manufacturer in the Federation, thanks to an extremely aggressive R&D division and extensive connections in government and military procurement communities. Roden ships are distinguished by strong armor defenses and excellent electronic capabilities. They also tend towards gunboats with exceptional range and tracking systems, and less reliance on drones than the average Federation warship.",Gallente
37460,Scalpel,"Thukker Tribe caravans have made use of jury-rigged repair frigates for years, mastering the art of optimizing remote shield booster systems for a fast and light frame. With the Scalpel Logistics Frigate, Thukker Mix has built upon the foundation of this experience to release an incredibly fast repair platform that can keep up with all kinds of mobile frigate and destroyer fleets. Upgrading the common Burst hull with increased shield resistances, more powerful remote shield boosters and improved agility, the engineers at Thukker Mix have developed a ship that is sure to become a common sight in New Eden's conflict zones.

Developer: Thukker Mix

Thukkers spend their entire lives forever wandering the infinite in their vast caravans. As such their technology is based as much upon necessity as their ingenious ability to tinker. Their ship designs therefore tend to based upon the standard empire templates but extensively modified for the Thukkers unique needs.",Minmatar
37480,Bifrost,"Command Destroyers represent a versatile addition to fleets of all sizes. Being the smallest and most agile platforms for Command Burst technology positions them as the premier support option for fast-moving wolf packs. Unique access to Micro Jump Field Generators also allows them to perform maneuvers that rapidly reposition other ships, be they friend or foe.",Minmatar
37481,Pontifex,"Command Destroyers represent a versatile addition to fleets of all sizes. Being the smallest and most agile platforms for Command Burst technology positions them as the premier support option for fast-moving wolf packs. Unique access to Micro Jump Field Generators also allows them to perform maneuvers that rapidly reposition other ships, be they friend or foe.",Amarr
37482,Stork,"Command Destroyers represent a versatile addition to fleets of all sizes. Being the smallest and most agile platforms for Command Burst technology positions them as the premier support option for fast-moving wolf packs. Unique access to Micro Jump Field Generators also allows them to perform maneuvers that rapidly reposition other ships, be they friend or foe.",Caldari
37483,Magus,"Command Destroyers represent a versatile addition to fleets of all sizes. Being the smallest and most agile platforms for Command Burst technology positions them as the premier support option for fast-moving wolf packs. Unique access to Micro Jump Field Generators also allows them to perform maneuvers that rapidly reposition other ships, be they friend or foe.",Gallente
37604,Apostle,"<i>""Her Imperial Majesty's life will stand eternal as an example for all who live truly and rightly within the embrace of Holy Amarr. The martyrdom of Empress Jamyl I was inflicted with base treachery but its lasting effect will be the inspiration of a thousand generations down the ages.""</i> - excerpt from the Funeral Oration on the Passing of Empress Jamyl I by High Chaplain Kalefa Sufrin an-Kador, YC117.09.20

Following the assassination by a Drifter strikeforce of Empress Jamyl I while she was aboard an Avatar-class Titan in late August YC117, there was a period of soul-searching and close scrutiny of capital ship doctrines by the Imperial Navy's staff officers. It was soon realized that lack of experience in capital ship warfare had left fleet doctrines lagging behind the tactics of capsuleers fighting in the Outer Regions.

From this realization was born the concept of the Force Auxiliary capital ship, a vessel dedicated to ensuring the survival of more combat- and command-oriented capital ships such as Carriers and Titans. The Apostle-class Force Auxiliary was commissioned in memory of Empress Jamyl I and is richly decorated in token of this dedication.
",Amarr
37605,Minokawa,"<i>""The Amarr have decided that there's something to learn from the capsuleers when it comes to capital ships. I can't say as I disagree. I've been trying to tell the Navy this for years.""</i> - remarks by Ishukone CEO Mens Reppola on the occasion of the Amarr-Caldari Capital Warfare Summit, YC118.01.15

A well established and close co-operation between Amarr and Caldari capital warfare tacticians and naval architects all but guaranteed that the Amarr would share their conclusions on the need to alter capital warfare doctrines and accommodate such changes with updated designs and new ship concepts.

The infusion of Amarr thinking on the subject of capital ship warfare served to break a long-standing impasse between doctrinal factions in the Caldari Navy's strategic command. The wisdom of learning from the example of the most experienced capital warfare pilots in New Eden was accepted and the Minokawa-class Force Auxiliary was the eventual result.
",Caldari
37606,Lif,"<i>""I sometimes think it would have been a good thing if all the Brutor on the General Staff had been at Colelie back in '15. That might have made up for the whole farce.""</i> - remarks attributed to a Sebiestor naval architect on the occasion of Valklear General Khassan Triat's call for new siege capitals to be developed in testimony before the Tribal Council's Inquiry into Capital Ship Doctrines, YC118.02.07

The Republic Fleet were slow to follow the other naval powers along the new path of capital warfare inspired by capsuleer combat experience in the many wars of the Outer Regions of New Eden. In large part this was due to a flaring up of the old debate between the firepower- and maneuver-oriented generals of the Brutor dominated military circles and the logistics- and fighter-oriented Sebiestor fleet tactician and technologist circles.

After much chest-beating, and due in no small part to the intervention of Sanmatar Maleatu Shakor, the arguments of the Sebiestor won out and the Lif-class Force Auxiliary was commissioned over the objections of the Brutor military elite.
",Minmatar
37607,Ninazu,"<i>""It is imperative that our Federation Navy capital ship fleets remain a match for any threat that may be posed by hostile entities or aggressive powers. To that end, let me assure the peoples of the Gallente Federation that I have issued the appropriate executive directives to our military and intelligence apparatus. Naturally these directives will be subject to democratic oversight in the best traditions of our Federation.""</i> - Gallente President Jacus Roden, Address to the Peoples of the Federation, YC118.01.21

Military experts within the Gallente Federation were not slow in recognizing the significance of the agreements made between the Empire and State at the Amarr-Caldari Capital Warfare Summit of January YC118. The military-industrial complex of the Federation was more than equal to the task of implementing the necessary changes to existing designs in line with the concepts inspired by capsuleer capital warfare practice.

The Federal Intelligence Office additionally recommended that the Gallente build a Force Auxiliary capital of their own to maintain parity with the Amarr-Caldari alliance. The resulting crash development program created the Ninazu-class Force Auxiliary.
",Gallente
42124,Vehement,"Reacting to the rise of capsuleer capital fleets, the Serpentis Corporation requested that the Angel Cartel’s naval architects design a dreadnought class capital ship. This was done using the Moros hull as the basis for a formidable mobile weapons platform. After receiving the prototype, capital ship engineers from the Cartel’s Guardian Angels division maximized the damage potential of the design. For good measure, the Guardian Angels combined this with advanced Serpentis stasis webification technology.",Gallente
42125,Vendetta,"<i>“The Federation still thinks it can play games with the future of the human species. Just as it played games with the life’s work of my father.

I will show them how the game is really played. They destroyed a man who would have revolutionized the science and application of neural boosters.

I will destroy them by showing them just how powerful that science can be. There will be no peace and no let up. I swear vendetta, in the name and for the memory of Igil Sarpati.”</i>

- V. Salvador Sarpati, interviewed by Alton Haveri of the Scope
",Gallente
42126,Vanquisher,"<i>“The Molyneux hijack showed me that capsuleers will do extraordinary things when there’s blood in the water. For a while there, I wasn’t sure we’d get away.

Not because of the Feds. No, they were a joke. But the eggers nearly got me. The amusing thing is that they fought one another as much as they tried to catch me. 

Some of them even helped out. You know, the trail of destruction we left in our wake was almost entirely due to them. I think it would be amusing to give them some more toys, don’t you?”</i>

- V. Salvador Sarpati, interviewed by Alton Haveri of the Scope.
",Gallente
42132,Vanguard,,Gallente
42133,Venerable,,Gallente
